Municipalities;Indicadores de renta media;Period;Total
0820002004 Sant Boi de Llobregat sección 02004;Índice de Gini;2017;25.9
0820002004 Sant Boi de Llobregat sección 02004;Índice de Gini;2016;25.6
0820002004 Sant Boi de Llobregat sección 02004;Índice de Gini;2015;26.5
0820002004 Sant Boi de Llobregat sección 02004;Distribución de la renta P80/P20;2017;2.2
0820002004 Sant Boi de Llobregat sección 02004;Distribución de la renta P80/P20;2016;2.2
0820002004 Sant Boi de Llobregat sección 02004;Distribución de la renta P80/P20;2015;2.4
0820002016 Sant Boi de Llobregat sección 02016;Índice de Gini;2017;24.6
0820002016 Sant Boi de Llobregat sección 02016;Índice de Gini;2016;24.8
0820002016 Sant Boi de Llobregat sección 02016;Índice de Gini;2015;26.7
0820002016 Sant Boi de Llobregat sección 02016;Distribución de la renta P80/P20;2017;2.1
0820002016 Sant Boi de Llobregat sección 02016;Distribución de la renta P80/P20;2016;2.1
0820002016 Sant Boi de Llobregat sección 02016;Distribución de la renta P80/P20;2015;2.4
0820002007 Sant Boi de Llobregat sección 02007;Índice de Gini;2017;29.1
0820002007 Sant Boi de Llobregat sección 02007;Índice de Gini;2016;29.3
0820002007 Sant Boi de Llobregat sección 02007;Índice de Gini;2015;30.7
0820002007 Sant Boi de Llobregat sección 02007;Distribución de la renta P80/P20;2017;2.6
0820002007 Sant Boi de Llobregat sección 02007;Distribución de la renta P80/P20;2016;2.6
0820002007 Sant Boi de Llobregat sección 02007;Distribución de la renta P80/P20;2015;2.8
0820002011 Sant Boi de Llobregat sección 02011;Índice de Gini;2017;23.2
0820002011 Sant Boi de Llobregat sección 02011;Índice de Gini;2016;24.9
0820002011 Sant Boi de Llobregat sección 02011;Índice de Gini;2015;24.7
0820002011 Sant Boi de Llobregat sección 02011;Distribución de la renta P80/P20;2017;2.1
0820002011 Sant Boi de Llobregat sección 02011;Distribución de la renta P80/P20;2016;2.1
0820002011 Sant Boi de Llobregat sección 02011;Distribución de la renta P80/P20;2015;2.2
0820002005 Sant Boi de Llobregat sección 02005;Índice de Gini;2017;26.9
0820002005 Sant Boi de Llobregat sección 02005;Índice de Gini;2016;25.4
0820002005 Sant Boi de Llobregat sección 02005;Índice de Gini;2015;27.5
0820002005 Sant Boi de Llobregat sección 02005;Distribución de la renta P80/P20;2017;2.3
0820002005 Sant Boi de Llobregat sección 02005;Distribución de la renta P80/P20;2016;2.2
0820002005 Sant Boi de Llobregat sección 02005;Distribución de la renta P80/P20;2015;2.5
0820002010 Sant Boi de Llobregat sección 02010;Índice de Gini;2017;27.0
0820002010 Sant Boi de Llobregat sección 02010;Índice de Gini;2016;27.5
0820002010 Sant Boi de Llobregat sección 02010;Índice de Gini;2015;28.1
0820002010 Sant Boi de Llobregat sección 02010;Distribución de la renta P80/P20;2017;2.4
0820002010 Sant Boi de Llobregat sección 02010;Distribución de la renta P80/P20;2016;2.4
0820002010 Sant Boi de Llobregat sección 02010;Distribución de la renta P80/P20;2015;2.5
0820002015 Sant Boi de Llobregat sección 02015;Índice de Gini;2017;22.7
0820002015 Sant Boi de Llobregat sección 02015;Índice de Gini;2016;23.6
0820002015 Sant Boi de Llobregat sección 02015;Índice de Gini;2015;25.1
0820002015 Sant Boi de Llobregat sección 02015;Distribución de la renta P80/P20;2017;1.9
0820002015 Sant Boi de Llobregat sección 02015;Distribución de la renta P80/P20;2016;2.2
0820002015 Sant Boi de Llobregat sección 02015;Distribución de la renta P80/P20;2015;2.2
0820002002 Sant Boi de Llobregat sección 02002;Índice de Gini;2017;28.2
0820002002 Sant Boi de Llobregat sección 02002;Índice de Gini;2016;29.4
0820002002 Sant Boi de Llobregat sección 02002;Índice de Gini;2015;29.6
0820002002 Sant Boi de Llobregat sección 02002;Distribución de la renta P80/P20;2017;2.5
0820002002 Sant Boi de Llobregat sección 02002;Distribución de la renta P80/P20;2016;2.7
0820002002 Sant Boi de Llobregat sección 02002;Distribución de la renta P80/P20;2015;2.7
0820002006 Sant Boi de Llobregat sección 02006;Índice de Gini;2017;24.9
0820002006 Sant Boi de Llobregat sección 02006;Índice de Gini;2016;25.7
0820002006 Sant Boi de Llobregat sección 02006;Índice de Gini;2015;26.4
0820002006 Sant Boi de Llobregat sección 02006;Distribución de la renta P80/P20;2017;2.1
0820002006 Sant Boi de Llobregat sección 02006;Distribución de la renta P80/P20;2016;2.2
0820002006 Sant Boi de Llobregat sección 02006;Distribución de la renta P80/P20;2015;2.3
0820002012 Sant Boi de Llobregat sección 02012;Índice de Gini;2017;27.0
0820002012 Sant Boi de Llobregat sección 02012;Índice de Gini;2016;26.9
0820002012 Sant Boi de Llobregat sección 02012;Índice de Gini;2015;27.9
0820002012 Sant Boi de Llobregat sección 02012;Distribución de la renta P80/P20;2017;2.4
0820002012 Sant Boi de Llobregat sección 02012;Distribución de la renta P80/P20;2016;2.3
0820002012 Sant Boi de Llobregat sección 02012;Distribución de la renta P80/P20;2015;2.3
0820002014 Sant Boi de Llobregat sección 02014;Índice de Gini;2017;26.7
0820002014 Sant Boi de Llobregat sección 02014;Índice de Gini;2016;26.2
0820002014 Sant Boi de Llobregat sección 02014;Índice de Gini;2015;26.0
0820002014 Sant Boi de Llobregat sección 02014;Distribución de la renta P80/P20;2017;2.3
0820002014 Sant Boi de Llobregat sección 02014;Distribución de la renta P80/P20;2016;2.3
0820002014 Sant Boi de Llobregat sección 02014;Distribución de la renta P80/P20;2015;2.2
0820003 Sant Boi de Llobregat distrito 03;Índice de Gini;2017;28.8
0820003 Sant Boi de Llobregat distrito 03;Índice de Gini;2016;29.1
0820003 Sant Boi de Llobregat distrito 03;Índice de Gini;2015;29.8
0820003 Sant Boi de Llobregat distrito 03;Distribución de la renta P80/P20;2017;2.4
0820003 Sant Boi de Llobregat distrito 03;Distribución de la renta P80/P20;2016;2.6
0820003 Sant Boi de Llobregat distrito 03;Distribución de la renta P80/P20;2015;2.7
0820003002 Sant Boi de Llobregat sección 03002;Índice de Gini;2017;26.8
0820003002 Sant Boi de Llobregat sección 03002;Índice de Gini;2016;28.2
0820003002 Sant Boi de Llobregat sección 03002;Índice de Gini;2015;29.0
0820003002 Sant Boi de Llobregat sección 03002;Distribución de la renta P80/P20;2017;2.3
0820003002 Sant Boi de Llobregat sección 03002;Distribución de la renta P80/P20;2016;2.4
0820003002 Sant Boi de Llobregat sección 03002;Distribución de la renta P80/P20;2015;2.5
0820003003 Sant Boi de Llobregat sección 03003;Índice de Gini;2017;28.9
0820003003 Sant Boi de Llobregat sección 03003;Índice de Gini;2016;29.3
0820003003 Sant Boi de Llobregat sección 03003;Índice de Gini;2015;29.7
0820003003 Sant Boi de Llobregat sección 03003;Distribución de la renta P80/P20;2017;2.5
0820003003 Sant Boi de Llobregat sección 03003;Distribución de la renta P80/P20;2016;2.6
0820003003 Sant Boi de Llobregat sección 03003;Distribución de la renta P80/P20;2015;2.6
0820003007 Sant Boi de Llobregat sección 03007;Índice de Gini;2017;28.5
0820003007 Sant Boi de Llobregat sección 03007;Índice de Gini;2016;28.0
0820003007 Sant Boi de Llobregat sección 03007;Índice de Gini;2015;28.7
0820003007 Sant Boi de Llobregat sección 03007;Distribución de la renta P80/P20;2017;2.5
0820003007 Sant Boi de Llobregat sección 03007;Distribución de la renta P80/P20;2016;2.5
0820003007 Sant Boi de Llobregat sección 03007;Distribución de la renta P80/P20;2015;2.6
0820003009 Sant Boi de Llobregat sección 03009;Índice de Gini;2017;28.9
0820003009 Sant Boi de Llobregat sección 03009;Índice de Gini;2016;29.4
0820003009 Sant Boi de Llobregat sección 03009;Índice de Gini;2015;29.8
0820003009 Sant Boi de Llobregat sección 03009;Distribución de la renta P80/P20;2017;2.7
0820003009 Sant Boi de Llobregat sección 03009;Distribución de la renta P80/P20;2016;2.7
0820003009 Sant Boi de Llobregat sección 03009;Distribución de la renta P80/P20;2015;2.5
0820003004 Sant Boi de Llobregat sección 03004;Índice de Gini;2017;29.2
0820003004 Sant Boi de Llobregat sección 03004;Índice de Gini;2016;31.2
0820003004 Sant Boi de Llobregat sección 03004;Índice de Gini;2015;30.0
0820003004 Sant Boi de Llobregat sección 03004;Distribución de la renta P80/P20;2017;2.4
0820003004 Sant Boi de Llobregat sección 03004;Distribución de la renta P80/P20;2016;2.5
0820003004 Sant Boi de Llobregat sección 03004;Distribución de la renta P80/P20;2015;2.5
0820003005 Sant Boi de Llobregat sección 03005;Índice de Gini;2017;27.9
0820003005 Sant Boi de Llobregat sección 03005;Índice de Gini;2016;28.7
0820003005 Sant Boi de Llobregat sección 03005;Índice de Gini;2015;28.1
0820003005 Sant Boi de Llobregat sección 03005;Distribución de la renta P80/P20;2017;2.4
0820003005 Sant Boi de Llobregat sección 03005;Distribución de la renta P80/P20;2016;2.6
0820003005 Sant Boi de Llobregat sección 03005;Distribución de la renta P80/P20;2015;2.5
0820003008 Sant Boi de Llobregat sección 03008;Índice de Gini;2017;28.8
0820003008 Sant Boi de Llobregat sección 03008;Índice de Gini;2016;28.3
0820003008 Sant Boi de Llobregat sección 03008;Índice de Gini;2015;28.6
0820003008 Sant Boi de Llobregat sección 03008;Distribución de la renta P80/P20;2017;2.5
0820003008 Sant Boi de Llobregat sección 03008;Distribución de la renta P80/P20;2016;2.4
0820003008 Sant Boi de Llobregat sección 03008;Distribución de la renta P80/P20;2015;2.7
0820003001 Sant Boi de Llobregat sección 03001;Índice de Gini;2017;30.3
0820003001 Sant Boi de Llobregat sección 03001;Índice de Gini;2016;30.0
0820003001 Sant Boi de Llobregat sección 03001;Índice de Gini;2015;31.6
0820003001 Sant Boi de Llobregat sección 03001;Distribución de la renta P80/P20;2017;2.9
0820003001 Sant Boi de Llobregat sección 03001;Distribución de la renta P80/P20;2016;2.8
0820003001 Sant Boi de Llobregat sección 03001;Distribución de la renta P80/P20;2015;2.9
0820003006 Sant Boi de Llobregat sección 03006;Índice de Gini;2017;28.2
0820003006 Sant Boi de Llobregat sección 03006;Índice de Gini;2016;28.6
0820003006 Sant Boi de Llobregat sección 03006;Índice de Gini;2015;30.2
0820003006 Sant Boi de Llobregat sección 03006;Distribución de la renta P80/P20;2017;2.3
0820003006 Sant Boi de Llobregat sección 03006;Distribución de la renta P80/P20;2016;2.6
0820003006 Sant Boi de Llobregat sección 03006;Distribución de la renta P80/P20;2015;2.5
0820006 Sant Boi de Llobregat distrito 06;Índice de Gini;2017;26.5
0820006 Sant Boi de Llobregat distrito 06;Índice de Gini;2016;26.7
0820006 Sant Boi de Llobregat distrito 06;Índice de Gini;2015;26.8
0820006 Sant Boi de Llobregat distrito 06;Distribución de la renta P80/P20;2017;2.3
0820006 Sant Boi de Llobregat distrito 06;Distribución de la renta P80/P20;2016;2.3
0820006 Sant Boi de Llobregat distrito 06;Distribución de la renta P80/P20;2015;2.4
0820006003 Sant Boi de Llobregat sección 06003;Índice de Gini;2017;26.6
0820006003 Sant Boi de Llobregat sección 06003;Índice de Gini;2016;27.4
0820006003 Sant Boi de Llobregat sección 06003;Índice de Gini;2015;27.6
0820006003 Sant Boi de Llobregat sección 06003;Distribución de la renta P80/P20;2017;2.4
0820006003 Sant Boi de Llobregat sección 06003;Distribución de la renta P80/P20;2016;2.6
0820006003 Sant Boi de Llobregat sección 06003;Distribución de la renta P80/P20;2015;2.6
0820006002 Sant Boi de Llobregat sección 06002;Índice de Gini;2017;25.2
0820006002 Sant Boi de Llobregat sección 06002;Índice de Gini;2016;25.6
0820006002 Sant Boi de Llobregat sección 06002;Índice de Gini;2015;25.6
0820006002 Sant Boi de Llobregat sección 06002;Distribución de la renta P80/P20;2017;2.3
0820006002 Sant Boi de Llobregat sección 06002;Distribución de la renta P80/P20;2016;2.2
0820006002 Sant Boi de Llobregat sección 06002;Distribución de la renta P80/P20;2015;2.4
0820006001 Sant Boi de Llobregat sección 06001;Índice de Gini;2017;26.3
0820006001 Sant Boi de Llobregat sección 06001;Índice de Gini;2016;26.5
0820006001 Sant Boi de Llobregat sección 06001;Índice de Gini;2015;26.7
0820006001 Sant Boi de Llobregat sección 06001;Distribución de la renta P80/P20;2017;2.4
0820006001 Sant Boi de Llobregat sección 06001;Distribución de la renta P80/P20;2016;2.3
0820006001 Sant Boi de Llobregat sección 06001;Distribución de la renta P80/P20;2015;2.4
0820005 Sant Boi de Llobregat distrito 05;Índice de Gini;2017;31.0
0820005 Sant Boi de Llobregat distrito 05;Índice de Gini;2016;31.9
0820005 Sant Boi de Llobregat distrito 05;Índice de Gini;2015;32.4
0820005 Sant Boi de Llobregat distrito 05;Distribución de la renta P80/P20;2017;2.8
0820005 Sant Boi de Llobregat distrito 05;Distribución de la renta P80/P20;2016;2.7
0820005 Sant Boi de Llobregat distrito 05;Distribución de la renta P80/P20;2015;3.0
0820005001 Sant Boi de Llobregat sección 05001;Índice de Gini;2017;31.3
0820005001 Sant Boi de Llobregat sección 05001;Índice de Gini;2016;32.0
0820005001 Sant Boi de Llobregat sección 05001;Índice de Gini;2015;32.5
0820005001 Sant Boi de Llobregat sección 05001;Distribución de la renta P80/P20;2017;2.7
0820005001 Sant Boi de Llobregat sección 05001;Distribución de la renta P80/P20;2016;2.6
0820005001 Sant Boi de Llobregat sección 05001;Distribución de la renta P80/P20;2015;2.6
0820005002 Sant Boi de Llobregat sección 05002;Índice de Gini;2017;28.1
0820005002 Sant Boi de Llobregat sección 05002;Índice de Gini;2016;29.6
0820005002 Sant Boi de Llobregat sección 05002;Índice de Gini;2015;29.6
0820005002 Sant Boi de Llobregat sección 05002;Distribución de la renta P80/P20;2017;2.4
0820005002 Sant Boi de Llobregat sección 05002;Distribución de la renta P80/P20;2016;2.7
0820005002 Sant Boi de Llobregat sección 05002;Distribución de la renta P80/P20;2015;2.5
0820005003 Sant Boi de Llobregat sección 05003;Índice de Gini;2017;28.8
0820005003 Sant Boi de Llobregat sección 05003;Índice de Gini;2016;30.1
0820005003 Sant Boi de Llobregat sección 05003;Índice de Gini;2015;31.2
0820005003 Sant Boi de Llobregat sección 05003;Distribución de la renta P80/P20;2017;2.5
0820005003 Sant Boi de Llobregat sección 05003;Distribución de la renta P80/P20;2016;2.6
0820005003 Sant Boi de Llobregat sección 05003;Distribución de la renta P80/P20;2015;3.0
0820001 Sant Boi de Llobregat distrito 01;Índice de Gini;2017;26.6
0820001 Sant Boi de Llobregat distrito 01;Índice de Gini;2016;27.8
0820001 Sant Boi de Llobregat distrito 01;Índice de Gini;2015;28.3
0820001 Sant Boi de Llobregat distrito 01;Distribución de la renta P80/P20;2017;2.4
0820001 Sant Boi de Llobregat distrito 01;Distribución de la renta P80/P20;2016;2.3
0820001 Sant Boi de Llobregat distrito 01;Distribución de la renta P80/P20;2015;2.4
0820001001 Sant Boi de Llobregat sección 01001;Índice de Gini;2017;28.5
0820001001 Sant Boi de Llobregat sección 01001;Índice de Gini;2016;28.1
0820001001 Sant Boi de Llobregat sección 01001;Índice de Gini;2015;30.8
0820001001 Sant Boi de Llobregat sección 01001;Distribución de la renta P80/P20;2017;2.5
0820001001 Sant Boi de Llobregat sección 01001;Distribución de la renta P80/P20;2016;2.6
0820001001 Sant Boi de Llobregat sección 01001;Distribución de la renta P80/P20;2015;2.7
0820001002 Sant Boi de Llobregat sección 01002;Índice de Gini;2017;26.1
0820001002 Sant Boi de Llobregat sección 01002;Índice de Gini;2016;27.6
0820001002 Sant Boi de Llobregat sección 01002;Índice de Gini;2015;27.8
0820001002 Sant Boi de Llobregat sección 01002;Distribución de la renta P80/P20;2017;2.2
0820001002 Sant Boi de Llobregat sección 01002;Distribución de la renta P80/P20;2016;2.3
0820001002 Sant Boi de Llobregat sección 01002;Distribución de la renta P80/P20;2015;2.3
0820001006 Sant Boi de Llobregat sección 01006;Índice de Gini;2017;26.0
0820001006 Sant Boi de Llobregat sección 01006;Índice de Gini;2016;27.4
0820001006 Sant Boi de Llobregat sección 01006;Índice de Gini;2015;27.2
0820001006 Sant Boi de Llobregat sección 01006;Distribución de la renta P80/P20;2017;2.3
0820001006 Sant Boi de Llobregat sección 01006;Distribución de la renta P80/P20;2016;2.5
0820001006 Sant Boi de Llobregat sección 01006;Distribución de la renta P80/P20;2015;2.5
0820001005 Sant Boi de Llobregat sección 01005;Índice de Gini;2017;23.7
0820001005 Sant Boi de Llobregat sección 01005;Índice de Gini;2016;24.3
0820001005 Sant Boi de Llobregat sección 01005;Índice de Gini;2015;25.7
0820001005 Sant Boi de Llobregat sección 01005;Distribución de la renta P80/P20;2017;2.0
0820001005 Sant Boi de Llobregat sección 01005;Distribución de la renta P80/P20;2016;2.1
0820001005 Sant Boi de Llobregat sección 01005;Distribución de la renta P80/P20;2015;2.3
0820001004 Sant Boi de Llobregat sección 01004;Índice de Gini;2017;27.4
0820001004 Sant Boi de Llobregat sección 01004;Índice de Gini;2016;29.3
0820001004 Sant Boi de Llobregat sección 01004;Índice de Gini;2015;30.1
0820001004 Sant Boi de Llobregat sección 01004;Distribución de la renta P80/P20;2017;2.3
0820001004 Sant Boi de Llobregat sección 01004;Distribución de la renta P80/P20;2016;2.6
0820001004 Sant Boi de Llobregat sección 01004;Distribución de la renta P80/P20;2015;2.7
0820001007 Sant Boi de Llobregat sección 01007;Índice de Gini;2017;23.9
0820001007 Sant Boi de Llobregat sección 01007;Índice de Gini;2016;24.2
0820001007 Sant Boi de Llobregat sección 01007;Índice de Gini;2015;24.5
0820001007 Sant Boi de Llobregat sección 01007;Distribución de la renta P80/P20;2017;2.2
0820001007 Sant Boi de Llobregat sección 01007;Distribución de la renta P80/P20;2016;2.2
0820001007 Sant Boi de Llobregat sección 01007;Distribución de la renta P80/P20;2015;2.2
0820001003 Sant Boi de Llobregat sección 01003;Índice de Gini;2017;24.7
0820001003 Sant Boi de Llobregat sección 01003;Índice de Gini;2016;27.1
0820001003 Sant Boi de Llobregat sección 01003;Índice de Gini;2015;26.8
0820001003 Sant Boi de Llobregat sección 01003;Distribución de la renta P80/P20;2017;2.1
0820001003 Sant Boi de Llobregat sección 01003;Distribución de la renta P80/P20;2016;2.4
0820001003 Sant Boi de Llobregat sección 01003;Distribución de la renta P80/P20;2015;2.3
08201 Sant Boi de Lluçanès;Índice de Gini;2017;25.8
08201 Sant Boi de Lluçanès;Índice de Gini;2016;26.1
08201 Sant Boi de Lluçanès;Índice de Gini;2015;28.2
08201 Sant Boi de Lluçanès;Distribución de la renta P80/P20;2017;2.5
08201 Sant Boi de Lluçanès;Distribución de la renta P80/P20;2016;2.2
08201 Sant Boi de Lluçanès;Distribución de la renta P80/P20;2015;2.3
0820101 Sant Boi de Lluçanès distrito 01;Índice de Gini;2017;25.8
0820101 Sant Boi de Lluçanès distrito 01;Índice de Gini;2016;26.1
0820101 Sant Boi de Lluçanès distrito 01;Índice de Gini;2015;28.2
0820101 Sant Boi de Lluçanès distrito 01;Distribución de la renta P80/P20;2017;2.5
0820101 Sant Boi de Lluçanès distrito 01;Distribución de la renta P80/P20;2016;2.2
0820101 Sant Boi de Lluçanès distrito 01;Distribución de la renta P80/P20;2015;2.3
0820101001 Sant Boi de Lluçanès sección 01001;Índice de Gini;2017;25.8
0820101001 Sant Boi de Lluçanès sección 01001;Índice de Gini;2016;26.1
0820101001 Sant Boi de Lluçanès sección 01001;Índice de Gini;2015;28.2
0820101001 Sant Boi de Lluçanès sección 01001;Distribución de la renta P80/P20;2017;2.5
0820101001 Sant Boi de Lluçanès sección 01001;Distribución de la renta P80/P20;2016;2.2
0820101001 Sant Boi de Lluçanès sección 01001;Distribución de la renta P80/P20;2015;2.3
08203 Sant Cebrià de Vallalta;Índice de Gini;2017;32.7
08203 Sant Cebrià de Vallalta;Índice de Gini;2016;32.9
08203 Sant Cebrià de Vallalta;Índice de Gini;2015;33.5
08203 Sant Cebrià de Vallalta;Distribución de la renta P80/P20;2017;2.9
08203 Sant Cebrià de Vallalta;Distribución de la renta P80/P20;2016;2.9
08203 Sant Cebrià de Vallalta;Distribución de la renta P80/P20;2015;3.0
0820301 Sant Cebrià de Vallalta distrito 01;Índice de Gini;2017;32.7
0820301 Sant Cebrià de Vallalta distrito 01;Índice de Gini;2016;32.9
0820301 Sant Cebrià de Vallalta distrito 01;Índice de Gini;2015;33.5
0820301 Sant Cebrià de Vallalta distrito 01;Distribución de la renta P80/P20;2017;2.9
0820301 Sant Cebrià de Vallalta distrito 01;Distribución de la renta P80/P20;2016;2.9
0820301 Sant Cebrià de Vallalta distrito 01;Distribución de la renta P80/P20;2015;3.0
0820301001 Sant Cebrià de Vallalta sección 01001;Índice de Gini;2017;32.5
0820301001 Sant Cebrià de Vallalta sección 01001;Índice de Gini;2016;32.9
0820301001 Sant Cebrià de Vallalta sección 01001;Índice de Gini;2015;33.4
0820301001 Sant Cebrià de Vallalta sección 01001;Distribución de la renta P80/P20;2017;2.9
0820301001 Sant Cebrià de Vallalta sección 01001;Distribución de la renta P80/P20;2016;2.9
0820301001 Sant Cebrià de Vallalta sección 01001;Distribución de la renta P80/P20;2015;2.8
0820301002 Sant Cebrià de Vallalta sección 01002;Índice de Gini;2017;32.7
0820301002 Sant Cebrià de Vallalta sección 01002;Índice de Gini;2016;33.2
0820301002 Sant Cebrià de Vallalta sección 01002;Índice de Gini;2015;33.8
0820301002 Sant Cebrià de Vallalta sección 01002;Distribución de la renta P80/P20;2017;2.7
0820301002 Sant Cebrià de Vallalta sección 01002;Distribución de la renta P80/P20;2016;3.0
0820301002 Sant Cebrià de Vallalta sección 01002;Distribución de la renta P80/P20;2015;3.1
08202 Sant Celoni;Índice de Gini;2017;30.8
08202 Sant Celoni;Índice de Gini;2016;31.3
08202 Sant Celoni;Índice de Gini;2015;32.0
08202 Sant Celoni;Distribución de la renta P80/P20;2017;2.7
08202 Sant Celoni;Distribución de la renta P80/P20;2016;2.6
08202 Sant Celoni;Distribución de la renta P80/P20;2015;2.8
0820201 Sant Celoni distrito 01;Índice de Gini;2017;30.8
0820201 Sant Celoni distrito 01;Índice de Gini;2016;31.4
0820201 Sant Celoni distrito 01;Índice de Gini;2015;32.1
0820201 Sant Celoni distrito 01;Distribución de la renta P80/P20;2017;2.7
0820201 Sant Celoni distrito 01;Distribución de la renta P80/P20;2016;2.7
0820201 Sant Celoni distrito 01;Distribución de la renta P80/P20;2015;2.8
0820201002 Sant Celoni sección 01002;Índice de Gini;2017;32.9
0820201002 Sant Celoni sección 01002;Índice de Gini;2016;34.0
0820201002 Sant Celoni sección 01002;Índice de Gini;2015;33.8
0820201002 Sant Celoni sección 01002;Distribución de la renta P80/P20;2017;3.0
0820201002 Sant Celoni sección 01002;Distribución de la renta P80/P20;2016;2.9
0820201002 Sant Celoni sección 01002;Distribución de la renta P80/P20;2015;3.0
0820201005 Sant Celoni sección 01005;Índice de Gini;2017;28.4
0820201005 Sant Celoni sección 01005;Índice de Gini;2016;28.7
0820201005 Sant Celoni sección 01005;Índice de Gini;2015;29.7
0820201005 Sant Celoni sección 01005;Distribución de la renta P80/P20;2017;2.5
0820201005 Sant Celoni sección 01005;Distribución de la renta P80/P20;2016;2.6
0820201005 Sant Celoni sección 01005;Distribución de la renta P80/P20;2015;2.6
0820201008 Sant Celoni sección 01008;Índice de Gini;2017;27.9
0820201008 Sant Celoni sección 01008;Índice de Gini;2016;27.2
0820201008 Sant Celoni sección 01008;Índice de Gini;2015;29.3
0820201008 Sant Celoni sección 01008;Distribución de la renta P80/P20;2017;2.4
0820201008 Sant Celoni sección 01008;Distribución de la renta P80/P20;2016;2.3
0820201008 Sant Celoni sección 01008;Distribución de la renta P80/P20;2015;2.6
0820201001 Sant Celoni sección 01001;Índice de Gini;2017;32.9
0820201001 Sant Celoni sección 01001;Índice de Gini;2016;31.4
0820201001 Sant Celoni sección 01001;Índice de Gini;2015;32.2
0820201001 Sant Celoni sección 01001;Distribución de la renta P80/P20;2017;2.9
0820201001 Sant Celoni sección 01001;Distribución de la renta P80/P20;2016;2.7
0820201001 Sant Celoni sección 01001;Distribución de la renta P80/P20;2015;2.5
0820201007 Sant Celoni sección 01007;Índice de Gini;2017;26.5
0820201007 Sant Celoni sección 01007;Índice de Gini;2016;27.0
0820201007 Sant Celoni sección 01007;Índice de Gini;2015;26.9
0820201007 Sant Celoni sección 01007;Distribución de la renta P80/P20;2017;2.4
0820201007 Sant Celoni sección 01007;Distribución de la renta P80/P20;2016;2.4
0820201007 Sant Celoni sección 01007;Distribución de la renta P80/P20;2015;2.3
0820201004 Sant Celoni sección 01004;Índice de Gini;2017;34.9
0820201004 Sant Celoni sección 01004;Índice de Gini;2016;36.9
0820201004 Sant Celoni sección 01004;Índice de Gini;2015;38.8
0820201004 Sant Celoni sección 01004;Distribución de la renta P80/P20;2017;3.6
0820201004 Sant Celoni sección 01004;Distribución de la renta P80/P20;2016;4.2
0820201004 Sant Celoni sección 01004;Distribución de la renta P80/P20;2015;4.2
0820201006 Sant Celoni sección 01006;Índice de Gini;2017;32.7
0820201006 Sant Celoni sección 01006;Índice de Gini;2016;33.3
0820201006 Sant Celoni sección 01006;Índice de Gini;2015;36.3
0820201006 Sant Celoni sección 01006;Distribución de la renta P80/P20;2017;2.7
0820201006 Sant Celoni sección 01006;Distribución de la renta P80/P20;2016;2.9
0820201006 Sant Celoni sección 01006;Distribución de la renta P80/P20;2015;3.1
0820201003 Sant Celoni sección 01003;Índice de Gini;2017;29.8
0820201003 Sant Celoni sección 01003;Índice de Gini;2016;30.5
0820201003 Sant Celoni sección 01003;Índice de Gini;2015;30.7
0820201003 Sant Celoni sección 01003;Distribución de la renta P80/P20;2017;2.6
0820201003 Sant Celoni sección 01003;Distribución de la renta P80/P20;2016;2.7
0820201003 Sant Celoni sección 01003;Distribución de la renta P80/P20;2015;2.9
0820202 Sant Celoni distrito 02;Índice de Gini;2017;29.9
0820202 Sant Celoni distrito 02;Índice de Gini;2016;30.1
0820202 Sant Celoni distrito 02;Índice de Gini;2015;30.6
0820202 Sant Celoni distrito 02;Distribución de la renta P80/P20;2017;2.6
0820202 Sant Celoni distrito 02;Distribución de la renta P80/P20;2016;2.5
0820202 Sant Celoni distrito 02;Distribución de la renta P80/P20;2015;2.4
0820202001 Sant Celoni sección 02001;Índice de Gini;2017;29.9
0820202001 Sant Celoni sección 02001;Índice de Gini;2016;30.1
0820202001 Sant Celoni sección 02001;Índice de Gini;2015;30.6
0820202001 Sant Celoni sección 02001;Distribución de la renta P80/P20;2017;2.6
0820202001 Sant Celoni sección 02001;Distribución de la renta P80/P20;2016;2.5
0820202001 Sant Celoni sección 02001;Distribución de la renta P80/P20;2015;2.4
08204 Sant Climent de Llobregat;Índice de Gini;2017;26.7
08204 Sant Climent de Llobregat;Índice de Gini;2016;28.1
08204 Sant Climent de Llobregat;Índice de Gini;2015;27.6
08204 Sant Climent de Llobregat;Distribución de la renta P80/P20;2017;2.3
08204 Sant Climent de Llobregat;Distribución de la renta P80/P20;2016;2.4
08204 Sant Climent de Llobregat;Distribución de la renta P80/P20;2015;2.3
0820401 Sant Climent de Llobregat distrito 01;Índice de Gini;2017;26.7
0820401 Sant Climent de Llobregat distrito 01;Índice de Gini;2016;28.1
0820401 Sant Climent de Llobregat distrito 01;Índice de Gini;2015;27.6
0820401 Sant Climent de Llobregat distrito 01;Distribución de la renta P80/P20;2017;2.3
0820401 Sant Climent de Llobregat distrito 01;Distribución de la renta P80/P20;2016;2.4
0820401 Sant Climent de Llobregat distrito 01;Distribución de la renta P80/P20;2015;2.3
0820401001 Sant Climent de Llobregat sección 01001;Índice de Gini;2017;27.2
0820401001 Sant Climent de Llobregat sección 01001;Índice de Gini;2016;28.4
0820401001 Sant Climent de Llobregat sección 01001;Índice de Gini;2015;27.8
0820401001 Sant Climent de Llobregat sección 01001;Distribución de la renta P80/P20;2017;2.4
0820401001 Sant Climent de Llobregat sección 01001;Distribución de la renta P80/P20;2016;2.4
